Attack ID,Attack Date,Attack Time,Country / Territory,Certainty Level,Attack Type,Total Injured,Total Death,HC Facilities,HC Transport,HC Personnel,HC Supplies Assets,HC Warehouse Storage,HC Patients,HC Other,Type of Facility,Facility Other,HW Abduction,HW Arrest,HW Detention,Patient Abduction,Patient Arrest,Patient Detention
CAF000854,4/8/2018,20:06,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,NO,NO,NO,NO,,Other,L'ambulance aide également à effectuer des cliniques mobiles.,0,0,0,0,0,0
SYR000124,4/8/2018,11:10,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,YES,YES,YES,NO,,Primary,,0,0,0,0,0,0
SSD000195,4/8/2018,08:55,South Sudan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000123,4/7/2018,22:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,YES,YES,,Tertiary,,0,0,0,0,0,0
SYR000122,4/7/2018,20:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
SYR000126,4/7/2018,14:50,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,Unknown,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
oPt000220,4/6/2018,19:20,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",2,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000439,4/6/2018,19:10,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt000251,4/6/2018,18:35,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt000438,4/6/2018,18:30,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt000250,4/6/2018,16:55,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000243,4/6/2018,16:55,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000244,4/6/2018,16:55,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000241,4/6/2018,16:45,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000219,4/6/2018,16:35,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000218,4/6/2018,16:35,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000198,4/6/2018,16:10,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",4,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000221,4/6/2018,16:10,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000197,4/6/2018,15:40,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",4,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000196,4/6/2018,15:40,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000954,4/6/2018,15:05,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000375,4/6/2018,15:00,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000371,4/6/2018,14:25,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000370,4/6/2018,14:25,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000369,4/6/2018,14:20,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt002007,4/6/2018,14:00,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000343,4/6/2018,13:00,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000457,4/6/2018,12:40,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000456,4/6/2018,12:35,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",3,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000455,4/6/2018,10:50,occupied Palestinian territories,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",3,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000396,4/5/2018,23:00,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,YES,NO,NO,Unknown,,Primary,,0,0,0,0,0,0
oPt000583,4/4/2018,22:05,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,NO,NO,NO,NO,,Mobile Clinic,,0,0,0,0,0,0
MLI000127,4/4/2018,02:00,Mali,Possible," Armed or violent search of health care personnel, facility or transport, Removal of health care assets (e.g. transport, supplies, materials), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,YES,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG000382,4/4/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
AFG000385,4/4/2018,00:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,1,0,0,0
oPt000114,4/2/2018,13:00,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
LBY000118,4/2/2018,00:00,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,YES,NO,NO,YES,,Tertiary,,0,0,0,0,0,0
oPt000582,4/1/2018,22:25,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,NO,NO,NO,YES,,Mobile Clinic,,0,0,0,0,0,0
SYR000248,4/1/2018,11:10,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",2,0,YES,NO,YES,YES,NO,NO,,Primary,,0,0,0,0,0,0
AFG000477,4/1/2018,00:00,Afghanistan,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000537,4/1/2018,00:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,1,0,0,0
oPt000581,4/1/2018,00:00,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,NO,NO,NO,NO,,Mobile Clinic,,0,0,0,0,0,0
oPt000368,3/30/2018,13:50,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000465,3/30/2018,13:45,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt000466,3/30/2018,13:45,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
oPt000454,3/30/2018,10:45,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",5,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000453,3/30/2018,10:40,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000451,3/30/2018,10:25,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",5,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000452,3/30/2018,10:25,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000450,3/30/2018,10:20,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",10,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000449,3/30/2018,10:00,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",17,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000448,3/30/2018,09:50,occupied Palestinian territories,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",20,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
LBY000209,3/30/2018,00:00,Libya,Confirmed," Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,Secondary,,0,0,0,0,0,0
LBY000216,3/28/2018,00:00,Libya,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
IRQ001954,3/26/2018,18:00-00:00,Iraq,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG000469,3/26/2018,08:30,Afghanistan,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,YES,YES,NO,NO,YES,,Other,ambulance,0,0,0,0,0,0
YEM000811,3/26/2018,00:00,Yemen,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",8,2,YES,YES,YES,NO,NO,YES,,Secondary,,0,0,0,0,0,0
SSD000116,3/25/2018,15:45,South Sudan,Probable, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,Primary,,0,7,7,0,0,0
oPt000269,3/25/2018,03:20,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,YES,NO,NO,NO,,Mobile Clinic,,0,0,0,0,0,0
oPt000268,3/24/2018,00:45,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,NO,NO,NO,YES,,Mobile Clinic,,0,0,0,0,0,0
oPt000201,3/21/2018,19:30,occupied Palestinian territories,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,YES,NO,YES,NO,NO,YES,,Tertiary,,0,0,0,0,0,1
SYR000085,3/20/2018,17:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,YES,NO,NO,YES,NO,YES,,Secondary,,0,0,0,0,0,0
SYR000420,3/18/2018,15:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,1,YES,NO,YES,YES,NO,NO,,Tertiary,,0,0,0,0,0,0
oPt004582,3/18/2018,09:00,occupied Palestinian territories,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,NO,NO,NO,NO,a patient companion.,,,0,0,0,0,0,1
LBY000215,3/18/2018,00:00,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
CAF000112,3/15/2018,15:30,Central African Republic,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,NO,NO,YES,NO,,Other,Office of a medical NGO which supports up to 5 health facilities in Mbomou province.,0,0,0,0,0,0
AFG000470,3/15/2018,15:30,Afghanistan,Confirmed," Armed or violent search of health care personnel, facility or transport, Assault (without weapons)",0,0,NO,YES,YES,NO,NO,NO,,Other,ambulance,0,0,0,0,0,0
oPt004583,3/15/2018,Time Unknown,occupied Palestinian territories,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,NO,NO,NO,NO,a patient companion,,,0,0,0,0,0,1
NGA000036,3/15/2018,09:00,Nigeria,Confirmed, Assault (without weapons),1,0,NO,NO,YES,YES,NO,NO,,Mobile Clinic,,0,0,0,0,0,0
CAF000848,3/13/2018,Time Unknown,Central African Republic,Probable," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,Unknown,YES,YES,Unknown,NO,YES,,Other,non applicable. Il s'agit de 2 véhicules braqués.,0,0,0,0,0,0
AFG001148,3/12/2018,14:15,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt000113,3/12/2018,12:30,occupied Palestinian territories,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",5,0,NO,NO,YES,NO,NO,YES,,,,0,0,0,0,0,0
SYR000090,3/12/2018,07:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
AFG000478,3/12/2018,00:00,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,Other,polio field vaccination,0,0,0,0,0,0
SYR000086,3/10/2018,06:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,YES,YES,NO,NO,,Secondary,,0,0,0,0,0,0
IRQ000023,3/9/2018,17:15,Iraq,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,3,NO,NO,YES,NO,NO,NO,,Other,,0,0,0,0,0,0
IRQ001754,3/9/2018,12:00-18:00,Iraq,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,3,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR000435,3/9/2018,13:35,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Tertiary,,0,0,0,0,0,0
CAF000847,3/9/2018,10:50,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,NO,YES,YES,NO,,Warehouse,espace de stockage des engins roulants et les bureaux du coumpound administratif,0,0,0,0,0,0
SYR000088,3/8/2018,08:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
SYR000432,3/8/2018,00:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR000089,3/7/2018,11:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
DRC001285,3/6/2018,10:00,Democratic Republic of the Congo,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,NO,,Primary,,0,0,0,0,0,0
SYR000430,3/6/2018,08:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",2,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
DRC001246,3/6/2018,06:20,Democratic Republic of the Congo,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,NO,,Secondary,,0,0,0,0,0,0
SYR000428,3/5/2018,21:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,YES,YES,NO,YES,,Tertiary,,0,0,0,0,0,0
SYR000425,3/5/2018,10:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",2,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
AFG000463,3/5/2018,00:10,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
SYR000087,3/4/2018,18:15,Syrian Arab Republic,Possible," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,23,YES,YES,YES,YES,NO,YES,,Tertiary,,0,0,0,0,0,0
CAF000846,3/3/2018,17:00,Central African Republic,Confirmed," Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,YES,YES,NO,NO,,Mobile Clinic,From Obo to surrounding areas for internatl displaced persons health care by mobile clinic,0,0,0,0,0,0
SYR000423,3/3/2018,09:35,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR000424,3/3/2018,09:25,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,NO,YES,NO,NO,,Tertiary,,0,0,0,0,0,0
NGA000016,3/1/2018,17:10,Nigeria,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",9,10,Unknown,Unknown,YES,Unknown,Unknown,Unknown,,Other,,1,0,0,0,0,0
oPt000267,3/1/2018,15:40,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,YES,YES,NO,NO,YES,,Mobile Clinic,,0,0,0,0,0,0
AFG000372,3/1/2018,00:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,3,0,0,0
AFG000374,3/1/2018,00:00,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,5,0,0,0
AFG000376,3/1/2018,00:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,YES,NO,NO,NO,,,,2,0,0,0,0,0
AFG000447,3/1/2018,00:00,Afghanistan,Confirmed, Psychological violence/threat of violence/intimidation,0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG000464,3/1/2018,00:00,Afghanistan,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,YES,YES,NO,NO,NO,,Primary,,0,2,0,0,0,0
SYR000416,2/28/2018,13:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR000418,2/28/2018,11:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",17,3,YES,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
LBY000214,2/28/2018,00:00,Libya,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR000404,2/27/2018,10:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR000410,2/26/2018,12:35,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,YES,NO,NO,,Secondary,,0,0,0,0,0,0
CAF000845,2/26/2018,11:00,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,NO,NO,YES,NO,NO,,,,0,0,0,0,0,0
SYR000411,2/26/2018,00:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,NO,NO,NO,YES,NO,,Warehouse,,0,0,0,0,0,0
SYR000413,2/26/2018,00:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
LBY001002,2/24/2018,08:30,Libya,Probable," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,YES,NO,NO,NO,,Tertiary,,0,0,0,0,0,0
SYR000408,2/23/2018,12:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR000103,2/23/2018,12:15,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,1,YES,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
LBY000213,2/23/2018,00:00,Libya,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,NO,NO,NO,NO,YES,,Tertiary,,0,0,0,0,0,0
CAF000844,2/23/2018,Time Unknown,Central African Republic,Confirmed," Assault (without weapons), Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,NO,YES,NO,NO,,Secondary,hôpital régional de Bangassou,0,0,0,0,0,0
SYR000093,2/22/2018,16:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",3,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000099,2/21/2018,23:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000100,2/21/2018,22:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000097,2/21/2018,22:10,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000101,2/21/2018,21:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR000096,2/21/2018,18:15,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
SYR000098,2/21/2018,16:30,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
